Column 1,Item,Net Weight/Volume,Price (Peso),Contains Allergens,Processsed in a place that may contain these allergens,Nutritional Facts,Ingredients,Other Information,Done,Price ($),Total Done:,191
120,LIGO_SARDINES_IN_TOMATO_SAUCE_CHILI_ADDED_155G,155g,24.95,Fish,None,"Serving Size: 85g, Serving per Container: about 2, Calories: 60, Calories from Fat: 20, Total Fat: 2.5g, Saturated Fat: 1g, Cholesterol: 15mg, Sodium: 540mg, Total Carbohydrates: 3g, Dietary Fiber: 0g, Sugars: 2g, Protein: 6g, Vitamin A: 6%, Calcium: 15%, Iron: 6%","Sardines, Tomato Sauce (Water, Tomato Paste), Thickener (Modified Cornstarch), Salt, Sugar, Seasonings (Onion, Garlic), And Chili.",,TRUE,0.44,,
121,LINDT_HELLO_CARAMEL_BROWNIE_100G,100g,187.07,"Milk, Tree Nuts, Wheat/Cereals/Gluten, Soybeans/Soy/Soya",None,"Serving Size: 100g, Energy: 540kcal, Total Fat: 33g, Saturated Fat: 17g, Total Carbohydrates: 53g, Sugars: 51g, Protein: 6.6g, Sodium: 0.12g","Sugar, Cocoa Butter, Cocoa Mass, Whole Milk Powder, Vegetable Fat (Palm, Palm Kernel), Glucose Syrup, Skimmed Milk Powder, Anhydrous Milk Fat, Condensed Milk, Invert Sugar, Hazelnuts, Wheat Flour, Dextrose, Emulsifier (Soya And Sunflower Lecithin). Lactose, Cocoa Powder, Salt, Natural Flavourings, Flavourings, Cream, Raising Agent (Ammonium Hydrogen-, Sodium- And Potassium Carbonate).","Filled milk chocolate with caramel (13%). brownie cream (23%) and biscuit pieces (2%), Milk Chocolate contains: Cocoa solids: 30% min, milk solids: 14% min,",TRUE,3.29,,
122,LINDT_HELLO_COOKIES_AND_CREAM_100G,100g,280.6,"Milk, Tree Nuts, Wheat/Cereals/Gluten, Soybeans/Soy/Soya",None,"Serving Size: 100g, Energy: 567kcal, Total Fat: 36g, Saturated Fat: 21g, Total Carbohydrates: 51g, Sugars: 46g, Protein: 6.8g, Sodium: 0.17g","Sugar, Cocoa Butter, Palm Oil, Whole Milk Powder, Cocoa Mass, Skimmed Milk Powder. Cream Powder (3.5%) Wheat Flour, Cocoa Powder, Emulsifier (Soya Lecithin), Raising Agent (Ammoniumhydrogen-, Sodiumbi- And Potassium Carbonate), Salt, Flavouring Vanillin.","Filled milk chocolate with cookie pieces (7%). and cream (33%), Milk Chocolate contains: Cocoa solids: 30% min, Milk solids: 14% min,",TRUE,4.94,,
123,LINDT_HELLO_CRUNCHY_NOUGAT_100G,100g,223.68,"Milk, Tree Nuts, Wheat/Cereals/Gluten, Soybeans/Soy/Soya",None,"Serving Size: 100g, Energy: 546kcal, Total Fat: 32g, Saturated Fat: 20g, Total Carbohydrates: 57g, Sugars: 53g, Protein: 6.2g, Sodium: 0.25g","Sugar, Cocoa Butter, Whole Milk Powder, Cocoa Mass, Lactose, Crispy Cereal (Wheat Flour, Sugar, Barley Malt Extract, Salt), Skimmed Milk Powder, Butterfat, Emulsifier (Soya Lecithin), Barley Malt Extract, Flavorings.",,TRUE,3.93,,
124,LINDT_HELLO_STRAWBERRY_CHEESECAKE_100G,100g,273.52,"Milk, Tree Nuts, Wheat/Cereals/Gluten, Soybeans/Soy/Soya",None,"Serving Size: 100g, Energy: 549kcal, Total Fat: 34g, Saturated Fat: 20g, Total Carbohydrates: 53g, Sugars: 52g, Protein: 7g, Sodium: 0.21g","Sugar, Cacoa Butter, Whole Milk Powder, Palm Oil, Cocoa Mass, Skimmed Milk Yoghurt Powder, Lactose, Skimmed Milk Powder, Wheat Flour, Cream Cheese Powder, Strawberries, Emulsifier, Natural Flavourings, Glucose Fructose Syrup, Lemon Juice Concentrate, Salt, Flavouring, Raising Agent.","Filled milk chocolate with strawberry cream cheese (34%). and biscuit pieces (2%), Milk Chocolate contains: Cocoa solids: 30% min, Milk solids: 14% min,",TRUE,4.81,,
125,LOADED_CHOCOLATE_FILLED_SNACK_30G,30g,7.6,"Milk, Soybeans/Soy/Soya",None,"Serving Size: 30g, Serving per Container: 1, Calories: 197, Calories from Fat: 117, Total Fat: 13g, Saturated Fat: 6g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 29mg, Total Carbohydrates: 18g, Dietary Fiber: 0g, Sugars: 8g, Protein: 2g, Vitamin A: 33%, Vitamin C: 0%, Calcium: 0%, Iron: 0%","Corn, Sugar, Milk Powder, Coconut and Palm Oil, Soy Lecithin, Artificial Flavor, FD&C Yellow #5 (Tartrazine, E102), Vitamin A Acetate",,TRUE,0.13,,
126,LOADED_WHITE_CHOCO_FILLED_FLAVOR_65G,65g,16.85,"Milk, Soybeans/Soy/Soya",None,"Serving Size: 30g, Serving per Container: 1, Calories: 197, Calories from Fat: 117, Total Fat: 13g, Saturated Fat: 6g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 29mg, Total Carbohydrates: 18g, Dietary Fiber: 0g, Sugars: 8g, Protein: 2g, Vitamin A: 33%, Vitamin C: 0%, Calcium: 0%, Iron: 0%","Corn, Sugar, Milk Powder, Coconut and Palm Oil, Lecithin, Artificial Flavor, FD&C Yellow #5 (Tartrazine, E102), Vitamin A Acetate",,TRUE,0.3,,
127,LOTTE_PEPERO_CHOCO_FILLED_40G,40g,56.5,"Milk, Eggs, Tree Nuts, Peanuts, Wheat/Cereals/Gluten, Soybeans/Soy/Soya",None,"Serving Size: 40g, Calories: 25, Total Fat: 12g, Saturated Fat: 7g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 105mg, Total Carbohydrates: 33g, Sugars: 17g, Protein: 4g","Wheat Flour, Sugar, Palm Oil, Whole Milk Powder, Cocoa Mass",,TRUE,0.99,,
128,LOTTE_PEPERO_CRUNCHY_40G,40g,44,"Milk, Tree Nuts, Peanuts, Wheat/Cereals/Gluten, Soybeans/Soy/Soya",None,"Serving Size: 39g, Calories: 190, Total Fat: 9g, Saturated Fat: 5g, Trans Fat: 0g, Cholesterol: 5mg, Sodium: 115mg, Total Carbohydrates: 26g, Sugars: 12g, Protein: 3g, Potassium: 98mg","Wheat Flour, Sugar, Palm Oil, Whole Milk Powder, Cocoa Mass",,TRUE,0.77,,
129,LOTTE_PEPERO_DOUBLE_CHOCO_FILLED_40G,40g,55,"Milk, Tree Nuts, Wheat/Cereals/Gluten, Soybeans/Soy/Soya",None,"Serving Size: 40g, Calories: 200, Total Fat: 10g, Saturated Fat: 6g, Trans Fat: 0g, Cholesterol: 5mg, Sodium: 120mg, Total Carbohydrates: 28g, Sugars: 13g, Protein: 3g","Wheat Flour, Sugar, Palm Oil, Whole Milk Powder, Cocoa Mass",,TRUE,0.97,,
130,LOTTE_PEPERO_WHITE_COOKIE_32G,32g,57.5,"Milk, Eggs, Tree Nuts, Peanuts, Wheat/Cereals/Gluten, Seasame, Soybeans/Soy/Soya",None,"Serving Size: 32g, Calories: 160, Total Fat: 8g, Saturated Fat: 5g, Trans Fat: 0g, Cholesterol: 2mg, Sodium: 70mg, Total Carbohydrates: 21g, Sugars: 10g, Protein: 3g","Wheat Flour, Sugar, Palm Oil, Whole Milk Powder, Cocoa Butter​",,TRUE,1.01,,
131,LUCKY_7_CARNE_NORTE_150G,150g,19.8,"Milk, Soybeans/Soy/Soya",None,"Serving Size: 150g, Calories: 300, Total Fat: 20g, Saturated Fat: 8g, Trans Fat: 0g, Cholesterol: 60mg, Sodium: 900mg, Total Carbohydrates: 0g, Sugars: 0g, Protein: 28g","Beef, Salt Sugar, Sodium Nitrate",,TRUE,0.35,,
132,LUCKY_ME_PANCIT_CANTON_CHILIMANSI_80G,80g,14,"Milk, Soybeans/Soy/Soya",None,"Serving Size: 80g, Calories: 361, Total Fat: 15g, Saturated Fat: 9g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 1069mg, Total Carbohydrates: 49g, Sugars: 3g, Protein: 7g","Wheat Flour, Palm oil, Soy sauce, Seasoning mix, Vegetable powder",,TRUE,0.25,,
133,M&M'S_MILK_CHOCOLATE_87.9G,87.9g,129.95,"Milk, Soybeans/Soy/Soya",None,"Serving Size: 87.9g, Calories: 501, Total Fat: 21g, Saturated Fat: 13g, Trans Fat: 0g, Cholesterol: 10mg, Sodium: 63mg, Total Carbohydrates: 71g, Sugars: 63g, Protein: 4g","Milk chocolate, Sugar, Cornstarch",,TRUE,2.29,,
134,MAGNOLIA_CHEEZEE_160G,160g,54.25,Milk,None,"Serving Size: 160g, Calories: 80, Total Fat: 6g, Saturated Fat: 5g, Trans Fat: 0g, Cholesterol: 7mg, Sodium: 520mg, Total Carbohydrates: 2g, Sugars: 1g, Protein: 3g","Pasteurized processed cheddar Cheese, Milk powder, Salt, emulsifiers, Food color",,TRUE,0.95,,
135,MAGNOLIA_DAILYQUEZO_160G,160g,36.4,Milk,None,"Serving Size: 160g, Calories: 90, Total Fat: 6g, Saturated Fat: 4g, Trans Fat: 0g, Cholesterol: 7mg, Sodium: 520mg, Total Carbohydrates: 7g, Sugars: 1g, Protein: 3g","Cheddar cheese, Milk solids, Salt, Emulsifiers, Food color",,TRUE,0.64,,
136,MAYA_CHAMPORADO_227G,227g,74.55,None,None,"Serving Size: 227g, Calories: 80, Total Fat: 0g, Saturated Fat: 0g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 65mg, Total Carbohydrates: 18g, Sugars: 0g, Protein: 2g","Dehydrated glutinous rice, Cornstarch, Cocoa powder, Iodized salt, Tricalcium phosphate",,TRUE,1.31,,
137,MEGA_SARDINES_IN_TOMATO_SAUCE_CHILI_ADDED_155G,155g,24,Fish,None,"Serving Size: 155g, Calories: 50, Total Fat: 2g, Saturated Fat: 1g, Trans Fat: 0g, Cholesterol: 21mg, Sodium: 300mg, Total Carbohydrates: 2g, Sugars: 1g, Protein: 6g","Sardines, Tomato paste, Iodized salt, Spices, Chili",,TRUE,0.42,,
138,MEGA_SQUID_IN_SOY_SAUCE_155G,155g,43.2,"Crustacean Shellfish, Soybeans/Soy/Soya, Wheat/Cereals/Gluten",Fish,"Serving Size: 155g, Calories: 41, Total Fat: 1g, Saturated Fat: 0g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 334mg, Total Carbohydrates: 0g, Sugars: 0g, Protein: 8g","Squid, Soy sauce, Water, Sugar, Salt",,TRUE,0.76,,
139,MEGA_SQUID_IN_SOY_SAUCE_CHILI_ADDED_155G,155g,43.2,"Crustacean Shellfish, Wheat/Cereals/Gluten, Soybeans/Soy/Soya",Fish,"Serving Size: 155g, Calories: 45, Total Fat: 0.5g, Saturated Fat: 0g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 240mg, Total Carbohydrates: 0g, Sugars: 0g, Protein: 9g","Squid, Soy sauce, Water, Sugar, Salt, Chili",,TRUE,0.76,,
140,MEIJI_HELLO_PANDA_CARAMEL_43G,43g,43,"Milk, Soybeans/Soy/Soya, Wheat/Cereals/Gluten",Seasame,"Serving Size: 43g, Calories: 210, Total Fat: 11g, Saturated Fat: 6g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 105mg, Total Carbohydrates: 26g, Sugars: 14g, Protein: 2g","Wheat flour, Vegetable oil (palm, emulsifier (E475 soy)), Sugar, Lactose (milk), Whole milk powder",,TRUE,0.76,,
141,MEIJI_HELLO_PANDA_CHOCOLATE_43G,43g,43,"Milk, Soybeans/Soy/Soya, Wheat/Cereals/Gluten",Seasame,"Serving Size: 43g, Calories: 210, Total Fat: 11g, Saturated Fat: 6g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 105mg, Total Carbohydrates: 26g, Sugars: 14g, Protein: 2g","Wheat flour, Vegetable oil (palm, emulsifier (E475 soy)), Sugar, Lactose (milk), Whole milk powder",,TRUE,0.76,,
142,MEIJI_HELLO_PANDA_COCOA_BISCUIT_CHOCOLATE_43G,43g,43,"Milk, Soybeans/Soy/Soya, Wheat/Cereals/Gluten",Seasame,"Serving Size: 43g, Calories: 210, Total Fat: 11g, Saturated Fat: 6g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 105mg, Total Carbohydrates: 26g, Sugars: 14g, Protein: 2g","Wheat flour, Vegetable oil (palm, emulsifier (E475 soy)), Sugar, Lactose (milk), Whole milk powder",,TRUE,0.76,,
143,MEIJI_HELLO_PANDA_STRAWBERRY_43G,43g,43,"Milk, Soybeans/Soy/Soya, Wheat/Cereals/Gluten",Seasame,"Serving Size: 43g, Calories: 210, Total Fat: 11g, Saturated Fat: 6g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 105mg, Total Carbohydrates: 26g, Sugars: 14g, Protein: 2g","Wheat flour, Vegetable oil (palm, emulsifier (E475 soy)), Sugar, Lactose (milk), Whole milk powder",,TRUE,0.76,,
144,MILKIS_ORIGINAL_300ML,300ml,60,"Milk, Soybeans/Soy/Soya","Wheat/Cereals/Gluten, Seasame","Serving Size: 300ml, Calories: 154, Total Fat: 0g, Saturated Fat: 0g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 0mg, Total Carbohydrates: 37g, Sugars: 37g, Protein: 1g","Water, cane sugar, carbon dioxide, powdered skim milk, citric acid",,TRUE,1.06,,
145,MINUTE_MAID_FRESH_800ML,800ml,38,None,Soybeans/Soy/Soya,"Serving Size: 800ml, Calories: 52, Total Fat: 0g, Saturated Fat: 0g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 0mg, Total Carbohydrates: 13g, Sugars: 12g, Protein: 0g","Water, sugar, citric acid, apple juice concentrate (1%), sodium benzoate, potassium sorbate, sodium citrate, acesulfame-K, sucralose, caramel color,",,TRUE,0.67,,
146,MOUNTAIN_DEW_500ML,500ml,33,None,None,"Serving Size: 500ml, Calories: 240, Total Fat: 0g, Saturated Fat: 0g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 85mg, Total Carbohydrates: 65g, Sugars: 65g, Protein: 0g","Carbonated water, High fructose corn syrup, Concentrated orange juice, Citric acid",,TRUE,0.58,,
147,MOUNTAIN_DEW_ZERO_500ML,500ml,33,None,None,"Serving Size: 500ml, Calories: 240, Total Fat: 0g, Saturated Fat: 0g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 85mg, Total Carbohydrates: 65g, Sugars: 65g, Protein: 0g","Carbonated water, Citric acid, Sweeteners (Aspartame, Acesulfame K), Caffeine​",,TRUE,0.58,,
148,MY_SAN_FITA_SPREADZ_BACON_25G,25g,70.19,"Milk, Soybeans/Soy/Soya, Wheat/Cereals/Gluten",Peanuts,"Serving Size: 25g, Calories: 123, Total Fat: 5g, Saturated Fat: 5g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 105mg, Total Carbohydrates: 17g, Sugars: 0g, Protein: 2g","Wheat flour, Vegetable oil, Sugar, Bacon flavor, Soy protein",,TRUE,1.23,,
149,MY_SAN_FITA_SPREADZ_SPICY_TUNA_25G,25g,69.4,"Milk, Soybeans/Soy/Soya, Wheat/Cereals/Gluten",Peanuts,"Serving Size: 25g, Calories: 124, Total Fat: 6g, Saturated Fat: 5g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 105mg, Total Carbohydrates: 17g, Sugars: 0g, Protein: 2g","Wheat flour, Coconut oil, Sugar, Skim milk powder, Whey powder​",,TRUE,1.22,,
150,NAGARAYA_ADOBO_160G,160g,42,"Peanuts, Wheat/Cereals/Gluten",Tree Nuts,"Serving Size: 30g, Calories: 150, Total Fat: 6g, Saturated Fat: 1g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 105mg, Total Carbohydrates: 18g, Sugars: 7g, Protein: 4g","Peanuts, Wheat flour, Sugar, Food starch-modified",,TRUE,0.74,,
151,NAGARAYA_BARBEQUE_160G,160g,42,"Peanuts, Wheat/Cereals/Gluten",Tree Nuts,"Serving Size: 30g, Calories: 150, Total Fat: 6g, Saturated Fat: 1g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 105mg, Total Carbohydrates: 18g, Sugars: 7g, Protein: 4g","Peanuts, Wheat flour, Sugar, Food starch-modified, Barbeque flavoring",,TRUE,0.74,,
152,NATURE_SPRING_350ML,350ml,8.25,None,None,"Serving Size: 350ml, Calories: 0, Total Fat: 0g, Saturated Fat: 0g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 0mg, Total Carbohydrates: 0g, Sugars: 0g, Protein: 0g",Purified water,,TRUE,0.15,,
153,NATURE_SPRING_500ML,500ml,10.5,None,None,"Serving Size: 500ml, Calories: 0, Total Fat: 0g, Saturated Fat: 0g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 0mg, Total Carbohydrates: 0g, Sugars: 0g, Protein: 0g",Purified water,,TRUE,0.18,,
154,NATURE_SPRING_1L,1L,18.5,None,None,"Serving Size: 1L, Calories: 0, Total Fat: 0g, Saturated Fat: 0g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 0mg, Total Carbohydrates: 0g, Sugars: 0g, Protein: 0g",Purified water,,TRUE,0.33,,
155,NESTLE_GOLD_CORN_FLAKES_275G,275g,161.5,Wheat/Cereals/Gluten,"Milk, Tree Nuts, Wheat/Cereals/Gluten","Serving Size: 300g, Calories: 113, Total Fat: 0.7g, Saturated Fat: 0.5g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 134mg, Total Carbohydrates: 24.4g, Sugars: 3.1g, Protein: 2.1g","Corn semolina, Whole grain corn (29.1%), Sugar, Barley malt extract, Glucose syrup",,TRUE,2.84,,
156,NESTLE_HONEYSTARS_ORIGINAL_300G,300g,229,Wheat/Cereals/Gluten,"Milk, Soybeans/Soy/Soya, Tree Nuts","Serving Size: 300g, Calories: 115, Total Fat: 0.8g, Saturated Fat: 0.5g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 34mg, Total Carbohydrates: 25g, Sugars: 7.5g, Protein: 2.1g","Whole grain wheat flour, Corn semolina, Sugar, Glucose syrup, Honey",,TRUE,4.03,,
157,NESTLE_KOKOKRUNCH_CHOCOLATE_330G,330g,208,Soybeans/Soy/Soya,"Milk, Tree Nuts, Soybeans/Soy/Soya","Serving Size: 300g, Calories: 112, Total Fat: 0.8g, Saturated Fat: 0.5g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 54mg, Total Carbohydrates: 25g, Sugars: 8g, Protein: 2.8g","Whole grain wheat flour, Wheat flour, Corn semolina, Sugar, Fat-reduced cocoa powder",,TRUE,3.66,,
158,NISSIN_CUBEE_VANILLA_WAFER_25G,25g,10.2,"Milk, Soybeans/Soy/Soya, Wheat/Cereals/Gluten",Eggs,"Serving Size: 25g, Calories: 133, Total Fat: 7g, Saturated Fat: 3g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 20mg, Total Carbohydrates: 15g, Sugars: 10g, Protein: 2g","Wheat flour, Sugar, Palm oil, Milk powder, Soy lecithin",,TRUE,0.18,,
159,NISSIN_CUP_NOODLES_CREAMY_SEAFOOD_45G,45g,21.5,"Fish, Crustacean Shellfish, Soybeans/Soy/Soya","Milk, Eggs","Serving Size: 45g, Calories: 210, Total Fat: 9g, Saturated Fat: 7g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 650mg, Total Carbohydrates: 28g, Sugars: 5g, Protein: 5g","Wheat flour, Palm oil, Squid, Cuttlefish, Imitation crab",,TRUE,0.38,,
160,NISSIN_CUP_NOODLES_SEAFOOD_40G,40g,21.5,"Fish, Crustacean Shellfish, Soybeans/Soy/Soya","Milk, Eggs","Serving Size: 40g, Calories: 180, Total Fat: 7g, Saturated Fat: 3g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 1450mg, Total Carbohydrates: 24g, Sugars: 4g, Protein: 4g","Wheat flour, Palm oil, Soy sauce, Imitation crab, Scrambled egg",,TRUE,0.38,,
161,NISSIN_CUP_NOODLES_SOTANGHON_30G,30g,20,"Fish, Crustacean Shellfish, Soybeans/Soy/Soya","Milk, Eggs","Serving Size: 40g, Calories: 110, Total Fat: 1.5g, Saturated Fat: 0.5g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 105mg, Total Carbohydrates: 21g, Sugars: 2g, Protein: 2g","Wheat flour, Vegetable oil, Modified starch, Iodized salt, Stabilizers",,TRUE,0.35,,
162,NISSIN_CUP_NOODLES_SPICY_SEAFOOD_45G,40g,21.5,"Fish, Crustacean Shellfish, Soybeans/Soy/Soya","Milk, Eggs","Serving Size: 40g, Calories: 180, Total Fat: 7g, Saturated Fat: 3g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 1450mg, Total Carbohydrates: 24g, Sugars: 4g, Protein: 4g","Wheat flour, Palm oil, Soy sauce, Imitation crab, Scrambled egg, Spices",,TRUE,0.38,,
163,NUTRISNACK_MOBY_CARAMEL_25G,25g,6.5,,,,,,FALSE,0.11,,
164,NUTRISNACK_MOBY_CARAMEL_60G,60g,14.9,,,,,,FALSE,0.26,,
165,OATSIDE_BARISTA_BLEND_1L,1L,146.25,,,,,,FALSE,2.57,,
166,OATSIDE_CHOCOLATE_1L,1L,169.25,,,,,,FALSE,2.98,,
167,OISHI_PILLOWS_CHOCO-FILLED_CRACKERS_38G,38g,10.5,,,,,,FALSE,0.18,,
168,OISHI_POTATO_FRIES_50G,50g,16.95,,,,,,FALSE,0.3,,
169,OISHI_PRAWN_CRACKERS_30G,30g,20,,,,,,FALSE,0.35,,
170,OISHI_PRAWN_CRACKERS_90G,90g,27.5,,,,,,FALSE,0.48,,
171,OREO_WAFER_ROLL_3×18G,54g,49.5,,,,,,FALSE,0.87,,
172,PASCUAL_GREEK_MANGO_250ML,250ml,41,,,,,,FALSE,0.72,,
173,PASCUAL_GREEK_PLAIN_250ML,250ml,41,,,,,,FALSE,0.72,,
174,PASCUAL_GREEK_STRAWBERRY_250ML,250ml,41,,,,,,FALSE,0.72,,
175,PEPSI_500ML,500ml,35,,,,,,FALSE,0.62,,
176,PEPSI_ZERO_SUGAR_LIME_500ML,500ml,35,,,,,,FALSE,0.62,,
177,PIKNIK_CHEDDARCHEESE_106G,106g,109.5,,,,,,FALSE,1.93,,
178,PIKNIK_CHEDDARCHEESE_241G,241g,169.25,,,,,,FALSE,2.98,,
179,PIKNIK_ORIGINAL_113G,113g,109.5,,,,,,FALSE,1.93,,
180,POCARI_SWEAT_500ML,500ml,49.5,,,,,,FALSE,0.87,,
181,POCKY_STRAWBERRY_PEACH_YOGURT_30G,30g,62.95,,,,,,FALSE,1.11,,
182,POPPLE_APPLE_FLAVORED_500ML,500ml,33,,,,,,FALSE,0.58,,
183,PRINGLES_CHEESY_CHEESE_134G,134g,119.5,,,,,,FALSE,2.1,,
184,PRINGLES_ORIGINAL_147G,147g,119.5,,,,,,FALSE,2.1,,
185,PUREFOODS_CHINESE_STYLE_LUNCHEON_MEAT_350G,350g,85.5,,,,,,FALSE,1.5,,
186,RC_COLA_500ML,500ml,35,,,,,,FALSE,0.62,,
187,REBISCO_HANSEL_CRACKERS_32G,32g,9,,,,,,FALSE,0.16,,
188,REDBULL_ENERGY_DRINK_150ML,150ml,41.5,,,,,,FALSE,0.73,,
189,REFRESH_500ML,500ml,8.25,None,None,,,,FALSE,0.15,,
190,RELISH_PIECES&STEMS_MUSHROOMS_115G,155g,25.75,"Wheat/Cereals/Gluten, Milk, Soybeans/Soy/Soya","Eggs, Tree Nuts, Peanuts","Serving Size: 32g, Calories: 140, Total Fat: 4g, Saturated Fat: 2g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 100mg, Total Carbohydrates: 24g, Sugars: 12g, Protein: 2g","Enriched Wheat Flour, Sugar, Vegetable Oil (Palm Oil), Grape Jam (Grape, Sugar, Pectin, Citric Acid), Honey, Milk Powder, Leavening Agents (Sodium Bicarbonate, Ammonium Bicarbonate), Salt, Emulsifiers (Soy Lecithin), Artificial Flavors, Artificial Colors (Red 40), Vitamins (Vitamin C, Zinc, Iodine)",,TRUE,0.45,,
191,REPUBLIC_BISCUIT_FROOTEES_GRAPE_JAM_32G,32g,60.65,"Wheat/Cereals/Gluten, Milk, Soybeans/Soy/Soya","Peanuts, Tree Nuts, Eggs","Serving Size: 32g, Calories: 140, Total Fat: 4g, Saturated Fat: 2g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 100mg, Total Carbohydrates: 24g, Sugars: 12g, Protein: 2g","Enriched Wheat Flour, Sugar, Vegetable Oil (Palm Oil), Grape Jam (Grape, Sugar, Pectin, Citric Acid), Honey, Milk Powder, Leavening Agents (Sodium Bicarbonate, Ammonium Bicarbonate), Salt, Emulsifiers (Soy Lecithin), Artificial Flavors, Artificial Colors (Red 40), Vitamins (Vitamin C, Zinc, Iodine)",,TRUE,1.07,,
192,REPUBLIC_BISCUIT_FROOTEES_MANGO_JAM_32G,32g,60.65,"Milk, Wheat/Cereals/Gluten, Soybeans/Soy/Soya","Peanuts, Tree Nuts, Eggs","Serving Size: 32g, Calories: 140, Total Fat: 4g, Saturated Fat: 2g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 100mg, Total Carbohydrates: 24g, Sugars: 12g, Protein: 2g","Enriched Wheat Flour, Sugar, Vegetable Oil (Palm Oil), Mango Jam (Mango, Sugar, Pectin, Citric Acid), Honey, Milk Powder, Leavening Agents (Sodium Bicarbonate, Ammonium Bicarbonate), Salt, Emulsifiers (Soy Lecithin), Artificial Flavors, Artificial Colors (Yellow 5), Vitamins (Vitamin C, Zinc, Iodine)",,TRUE,1.07,,
193,REPUBLIC_BISCUIT_FROOTEES_STRAWBERRY_JAM_32G,32g,60.65,"Wheat/Cereals/Gluten, Soybeans/Soy/Soya, Milk","Eggs, Tree Nuts, Peanuts","Serving Size: 32g, Calories: 140, Total Fat: 4g, Saturated Fat: 2g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 100mg, Total Carbohydrates: 24g, Sugars: 12g, Protein: 2g","Enriched Wheat Flour, Sugar, Vegetable Oil (Palm Oil), Strawberry Jam (Strawberry, Sugar, Pectin, Citric Acid), Honey, Milk Powder, Leavening Agents (Sodium Bicarbonate, Ammonium Bicarbonate), Salt, Emulsifiers (Soy Lecithin), Artificial Flavors, Artificial Colors (Red 40), Vitamins (Vitamin C, Zinc, Iodine)",,TRUE,1.07,,
194,RICHOCO_WAFER_CHOCOLATE_48G,48g,11.05,"Wheat/Cereals/Gluten, Milk, Soybeans/Soy/Soya",Eggs,"Serving Size: 48g, Calories: 221, Total Fat: 10.8g, Saturated Fat: 4.8g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 106mg, Total Carbohydrates: 28.8g, Sugars: 12.5g, Protein: 1.9g","Wheat Flour, Sugar, Vegetable Oil (Palm Oil with Antioxidant TBHQ), Whey Powder, Cocoa Powder (4.27%), Maltodextrin, Corn Starch, Emulsifier (Soy Lecithin), Salt, Leavening Agent (Sodium Bicarbonate), Vitamins (A, B1, B2, B6, B12)",,TRUE,0.19,,
195,RITZ_ORIGINAL_3PACK,300g,229,"Wheat/Cereals/Gluten, Soybeans/Soy/Soya",None,"3 x 350g (1,050g total) Wheat, Soy None Per 100g: Calories: 484, Total Fat: 23g, Saturated Fat: 6g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 699mg, Total Carbohydrates: 60g, Sugars: 8g, Protein: 7.7g","Unbleached Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate [Vitamin B1], Riboflavin [Vitamin B2], Folic Acid), Soybean and/or Canola Oil, Palm Oil, Sugar, Salt, Leavening (Calcium Phosphate, Baking Soda), High Fructose Corn Syrup, Soy Lecithin, Natural Flavor",,TRUE,4.03,,
